name,type,address,email,phone_number,opening_hours,psychological_help,legal_help,social_help,accommodation,infoline,description,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Gminny Ośrodek Pomocy Społecznej w Dąbrowie Biskupiej,GOV,"ulica Topolowa 2, 88-133 Dąbrowa Biskupia",gops@dabrowabiskupia.pl,52 311 70 31,"poniedziałek, środa, czwartek 7:00 – 15:00, wtorek 7:30 – 16:30, piątek 7:00 – 14:00",False,False,True,False,nie,,,,,
Gminny Ośrodek Pomocy Społecznej w Rojewie,GOV,"Rojewo 8, 88-111 Rojewo",gops@rojewo.pl,52 35 47 920 515 232 090,poniedziałek - piątek 7:15- 15:15,False,True,True,False,nie,,,,,
Gminny Ośrodek Pomocy Społecznej w Łysomicach,GOV,"ulica Warszawska 19, 87-148 Łysomice",sekretariat@gopslysomice.pl,56 674 89 30 508 394 505 798 320 078 501 804 049,"poniedziałek, środa, czwartek, piątek 7:30 - 15:15, wtorek 7:30 - 16:30",True,True,True,False,nie,,,,,
Gminny Ośrodek Pomocy Społecznej w Kowalu,GOV,"ulica Piwna 33, 87-820 Kowal",gopskowal@pro.onet.pl,54 284 26 34,,False,False,True,False,nie,,,,,
Centrum Usług Społecznych w Chełmnie,GOV,"ulica Gen. J. Hallera 11, 86-200 Chełmno",sekretariat@cuschelmno.pl,56 686 84 36,"poniedziałek, środa, czwartek 7:15 - 15:15 wtorek 7:15 - 16:15 piątek 7:15 - 14:15",False,False,True,False,nie,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Janowcu Wielkopolskim,GOV,"ulica Strzelecka 8, 88-430 Janowiec Wielkopolski",kontakt@mgopsjanowiecwlkp.pl,52 30 26 068,poniedziałek - piątek 7:30 - 15:30,True,True,True,False,nie,,,,,
Urząd Miejski w Kruszwicy,GOV,"ulica Nadgoplańska 4, 88 – 150 Kruszwica",um@kruszwica.um.gov.pl,52 351 50 10,poniedziałek - piątek 7:15- 15:15,True,False,True,False,nie,,,,,
Powiatowe Centrum Pomocy Rodzinie w Mogilnie,GOV,"ulica Ogrodowa 10, 88-300 Mogilno",pcpr@pcpr-mogilno.pl                                        psycholog@pcpr-mogilno.pl,52 588 83 87,poniedziałek - czwartek 7:00 - 15:30 piątek 7:30 - 14:00,True,False,True,False,nie,,,,,
Gminny Ośrodek Pomocy Społecznej w Bytoniu,GOV,"Bytoń 72, 88-231 Bytoń",gops@ugbyton.pl,54 285 13 27 798 782 751,"poniedziałek, środa, czwartek 7:30 - 15:30 wtorek 7:30 - 17:00 piątek 7:30 - 14:00",True,True,True,False,nie,,,,,
Gminny Ośrodek Pomocy Społecznej w Świeciu nad Osą,GOV,86-341 Świecie nad Osą 2,gops@swiecienadosa.pl,56 46 61 951,poniedziałek - czwartek 7:00 - 15:30 piątek 7:00 - 13:00,False,False,True,False,800 154 030 / 503 101 201,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Kruszwicy,GOV,"ulica Rybacka 20, 88-150 Kruszwica",mops@kruszwica.um.gov.pl,52 351 54 19 52 351 54 89,poniedziałek - piątek 7:15 - 15:15,True,False,True,False,nie,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Kcyni,GOV,"ulica Libelta 28, 89-240 Kcynia",mgops@mgops-kcynia.pl,52 384 76 78,poniedziałek - piątek 7:00 - 15:00,True,True,True,False,800 154 030 / 503 101 201,,,,,
Miejski Ośrodek Pomocy Społecznej w Aleksandrowie Kujawskim,GOV,"ulica Słowackiego 12, 87-700 Aleksandrów Kujawski",mops@aleksandrowkujawski.pl,544 271 139,"poniedziałek – piątek 7:30 – 15:30,",True,True,True,False,nie,,,,,
Centrum Usług Społęcznych w Golubiu-Dobrzyniu,GOV,"plac 1000-lecia 22A, (II piętro)
87-400 Golub-Dobrzyń",cus@uggolub-dobrzyn.pl,56 683 54 04,"poniedziałek, środa, czwartek 7:30 - 15:30, wtorek 7:30 - 17:00, piątek 7:30 - 14:00",True,True,True,False,nie,,,,,
Centrum Usług Społecznych w Lubiczu,GOV,"ulica Toruńska 56, 87-162 Lubicz",sekretariat@cuslubicz.pl,56 674 21 55 56 674 21 56,"poniedziałek, środa, czwartek 7:00 - 15:00 wtorek 7:00 - 17:00 piątek 7:00 - 14:00",True,False,True,False,nie,,,,,
Gminny Ośrodek Pomocy Społecznej w Choceniu,GOV,"ulica Sikorskiego 8b, 87-850 Choceń",hanna.golebiewska@chocen.pl,54 307 03 54,"poniedziałek, środa, czwartek, piątek 7:30 - 12:00 wtorek 8:00 - 12:00",False,False,True,False,nie,,,,,
Płużnickie Centrum Usług Społecznych,GOV,"Płużnica 54, 87-214 Płużnica",pcus@pluznica.pl,56 688 75 09,"poniedziałek, środa, czwartek 7:​30 - 15:​3​0, wtorek 7:30 – 16:30, piątek 7:​30 - 14:​3​0",False,False,True,False,nie,,,,,
Gminny Ośrodek Pomocy Społecznej w Bądkowie,GOV,"ulica Włocławska 82, 87-704 Bądkowo",poczta@gopsbadkowo.pl,542724100,poniedziałek - piątek 7:30 - 15:30,False,False,True,False,nie,,,,,
Centrum Usług Społecznych w Solcu Kujawskim,GOV,"Tadeusza Kościuszki 12, 86-050 Solec Kujawski",cus@cussoleckujawski.pl,79 842 24 13 79 847 62 81,"poniedziałek, środa, czwartek 7:30 - 15:15, wtorek 7:30 - 17:00, piątek 8:00 - 15:15",True,True,True,False,800 154 030,,,,,
Gminny Ośrodek Pomocy Społecznej w Grudziądzu,GOV,"ulica Wybickiego 38, 86-300 Grudziądz",gops@gopsgrudziadz.pl,56 46 63 479,"poniedziałek, środa, czwartek 7:00 - 15:15, wtorek 7:00 - 16:15, piątek 7:00 - 13:00",False,True,True,False,nie,,,,,
Urząd Gminy Lubiewo (Gminna Komisja Rozwiązywania Problemów Alkoholowych),GOV,"ulica Hallera 9, 89-526 Lubiewo",ug@lubiewo.pl,52 334 93 10 509 600 023,"poniedziałek, wtorek, czwartek 7:00 -15:00, środa 7:30 - 15:30, piątek 7:00 - 15:00",True,True,True,False,800 154 030 / 503 101 201,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Jabłonowie Pomorskim,GOV,"ulica Główna 22, 87-330 Jabłonowo Pomorskie",mgops@jablonowopomorskie.pl,56 49 80 492 56 49 59 125 515 893 245 506 576 353,poniedziałek - piątek 7:00 - 15:00,True,True,True,False,nie,,,,,
Miejski Ośrodek Pomocy Społecznej w Chełmży,GOV,"ulica gen. J. Hallera 19,87 – 140 Chełmża",mops@chelmza.pl,56 675 24 69,"poniedziałek, środa, czwartek, piątek 7:00 - 15:00 wtorek 8:00 - 16:00",True,False,True,True,nie,,,,,
Miejski Ośrodek Pomocy Rodzinie w Toruniu (Ośrodek Interwencji Kryzysowej),GOV,"ulica Skłodowskiej- Curie 80F, 87-100 Toruń",sekretariat@mopr.torun.pl,56 477 00 91 /92,czynny całą dobrę,True,True,True,True,56 477 00 91 / 56 477 00 92 oraz 516 500 600,,,,,
Powiatowe Centrum Pomocy Rodzinie Rodzinie w Świeciu (Ośrodek Interwencji Kryzysowej),GOV,"ulica Sądowa 18, 86-100 Świecie",centrum.oik@pcpr.csw.pl,52 307 01 60,poniedziałek - piątek 7:30 - 15:29,True,True,False,True,nie,,,,,
Powiatowe Centrum Pomocy Rodzinie w Świeciu,GOV,"ulica Wojska Polskiego 195A, 86-100 Świecie",sekretariat@pcpr.csw.pl,52 568 32 00,"poniedziałek, wtorek, czwartek: 7:00 - 15:00, środa 7:00 - 16:00, piątek 7:00 - 14:00",True,True,False,True,nie,,,,,
Starostwo Powiatowe w Lipnie,GOV,"ulica Sierakowskiego 10B, 87-600 Lipno",starostwo@lipnowski.powiat.pl,54 30 66 100,"poniedziałek, wtorek 7:30 - 16:00, środa, czwartek 7:30 - 15:30, piątek 7:30 - 14:30",False,True,False,True,nie,,,,,
Urząd Miejski w Koronowie,GOV,"Plac Zwycięstwa 1, 86-010 Koronowo",sekretariat@um.koronowo.pl,52 3826 400,"poniedziałek, środa, czwartek 7:30 - 15:30, wtorek 7:30 - 17:00, piątek 7:30 - 14:00",True,True,False,False,nie,,,,,
Urząd Gminy w Dobrczu,GOV,"ulica Długa 50, 86-022 Dobrcz",dobrcz@dobrcz.pl,52 364 80 10,"poniedziałek, środa, czwartek 7:30 - 15:30, wtorek 7:30 - 17:00, piątek 7:30 - 14:00",True,True,False,False,800 154 030,,,,,
Starostwo Powiatowe w Grudziądzu,GOV,"ulica Małomłyńska 1, 86-300 Grudziądz",bip@powiatgrudziadzki.pl,56 451 44 00,"poniedziałek, środa, czwartek 7:30 - 15:30, wtorek 7:30 - 17:00, piątek 7:30 - 14:00",True,True,False,False,nie,,,,,
Powiatowe Centrum Pomocy Rodzinie w Inowrocławiu (Ośrodek Interwencji Kryzysowej),GOV,"ulica Mątewska 17, 88-100 Inowrocław",oik@pcpr-ino.pl,52 359 22 49,"poniedziałek, środa, czwartek 7:30 - 15:30 wtorek 7:30 - 17:00 piątek 7:30 - 14:00",True,True,False,False,52 359 22 49,,,,,
Powiatowe Centrum Pomocy Rodzinie w Nakle nad Notecią (Punkt Interwencji Kryzysowej),GOV,"ulica Dąbrowskiego 46, 89-100 Nakło nad Notecią",info@pcpr-naklo.pl,52 325 17 20,poniedziałek - piątek 8:00 - 14:00,True,True,False,False,nie,,,,,
Starostwo Powiatowe w Sępólnie Krajeńskim,GOV,"ulica T. Kościuszki 11, 89-400 Sępólno Krajeńskie",sekretariat@powiat-sepolno.pl,52 388 13 00,"poniedziałek, środa, czwartek 7:30 - 15:30 wtorek 7:30 - 16:00 piątek 7:30 - 15:00",True,True,False,False,nie,,,,,
Powiatowe Centrum Pomocy Rodzinie w Toruniu,GOV,"ulica Towarowa 4-6, 87-100 Toruń",sekretariat@pcpr-torun.pl,56 662 87 50,poniedziałek - piątek 7:30 - 15:30,True,True,False,False,nie,,,,,
Urząd Miejski w Tucholi,GOV,"plac Zamkowy 1, 89-500 Tuchola",info@tuchola.pl,52 564 25 00,"poniedziałek, środa, czwartek 7:30 – 15:30, wtorek 7:30 – 17:00, piątek 7:30 – 14:00",True,True,False,False,nie,,,,,
Wąbrzeskie Centrum Profilaktyki Terapii i Integracji Społecznej w Wąbrzeźnie,GOV,"ulica 1 Maja 46, 87-200 Wąbrzeźno",sekretariat@wabrzeskiecentrum.pl,56 687 15 35,,True,True,False,False,nie,,,,,
Urząd Miejski w Izbicy Kujawskiej,GOV,"ulica Marszałka Piłsudskiego 32, 87-865 Izbica Kujawska",urzad@izbicakuj.pl,54 286 50 09,poniedziałek - piątek 7:30 - 15:30,True,True,False,False,nie,,,,,
Powiatowe Centrum Pomocy Rodzinie w Sępólnie Krajeńskim z siedzibą w Więcborku,GOV,"ulica Starodworcowa 8, 89-410 Więcbork",poczta@pcprwiecbork.pl,52 389 85 01,poniedziałek - piątek 7:00 - 15:00 wtorek 8:00 - 16:00,True,True,False,False,nie,,,,,
Powiatowe Centrum Pomocy Rodzinie we Włocławku,GOV,"ulica Stodólna 68, 87-800 Włocławek",sekretariat@pcprwloclawek.pl,54 230 46 29,"poniedziałek - piątek 7:30 - 15:30, wtorek: 8:00-16:00",True,True,False,False,nie,,,,,
Urząd Gminy w Świedziebni,GOV,"Świedziebnia 92A, 87-335 Świedziebnia",gmina@swiedziebnia.pl,56 49 384 60 56 49 384 70 56 49 384 79,"poniedziałek, środa, czwartek 7:20 – 15:20, wtorek 7:20 – 16:00, piątki 7.10 – 14:30",False,True,False,False,nie,,,,,
Urząd Miasta i Gminy w Gąsawie,GOV,"ulica Żnińska 8, 88-410 Gąsawa",ug@gasawa.pl,52 303 62 20,"poniedziałek, środa, czwartek 7:00 - 15:00 wtorek 7:00 - 16:00, piątek 7:00 - 14:00",False,True,False,False,nie,,,,,
Powiatowe Centrum Pomocy Rodzinie w Żninie,GOV,"ulica Szpitalna 32, 88-400 Żnin",pcpr@pcpr-znin.pl,52 303 01 69,poniedziałek – piątek 7:30 - 15:30,False,True,False,False,nie,,,,,
Powiatowe Centrum Pomocy Rodzinie w Golubiu-Dobrzyniu,GOV,"ulica J. G. Koppa 1, 87–400 Golub–Dobrzyń",pcpr@golub-dobrzyn.com.pl,56 683 54 76,poniedziałek - piątek 7:00 - 15:00,True,False,False,False,nie,,,,,
Dział Profilaktyki Uzależnien Urzędu Miejskiego w Kruszwicy,GOV,"ulica Nadgoplańska 4, 88-150 Kruszwica",um@kruszwica.um.gov.pl,52 351 50 10,poniedziałek - piątek 7:15 - 15:15,True,False,False,False,nie,,,,,
Toruńskie Centrum Usług Społecznych,GOV,"ulica Marii Konopnickiej 13, 87-100 Toruń",sekretariat@tcus.torun.pl,56 611 89 44,"poniedziałek, środa, czwartek 7:30 - 15:30 wtorek 7:30 - 16:00, piątek 7:30 - 15:00",True,False,False,False,nie,,,,,
Urząd Gminy w Świekatowie,GOV,"ulica Dworcowa 3, 86-182 Świekatowo",ug@swiekatowo.pl,52 332 22 80 52 332 20 15 52 332 20 12,"poniedziałek, środa, czwartek 7:30 – 15:30, wtorek 7:30 – 16:30, piątek 7:30 – 14:30",True,False,False,False,nie,,,,,
Powiatowe Centrum Pomocy Rodzinie w Grudziądzu (Punkt Interwencji Kryzysowej),GOV,"ulica Małomłyńska 1, 86-300 Grudziądz",sekretariat@pcprgrudziadz.pl,56 462 29 39,"poniedziałek, środa, czwartek 7:30 – 15:30, wtorek 7:30 – 17:00, piątek 7:30 – 14:00",True,False,False,False,nie,,,,,
Gminny Ośrodek Pomocy Społecznej w Białych Błotach,GOV,"ulica Betonowa 1A, 86-005 Białe Błota",biuro@gops.bialeblota.pl,52 34 94 824; 530 278 893,,True,True,True,False,800 154 030 / 503 101 201,,,,,
Gminny Ośrodek Pomocy Społecznej w Złotnikach Kujawskich,GOV,"ulica Powstańców Wielkopolskich 6,                           88-180 Złotniki Kujawskie",biuro@gopszlotnikikujawskie.pl,52 351 71 60,"poniedziałek, środa, czwartek: 7:00 - 15:00, wtorek 7:00 - 15:30, piątek 7:00 - 14:30",True,True,False,False,535 999 155,,,,,
Gminny Ośrodek Pomocy Społecznej w Złejwsi Wielkiej,GOV,"ulica Słoneczna 28, 87-134 Zławieś Wielka",gops@zlawies.pl,56 674 39 66,"poniedziałek, środa, czwartek 7:00 - 15:15 , wtorek 7:45 - 16:00 , piątek 7:00 - 14:00",True,True,True,False,nie,,,,,
Centrum Usług Społecznych Gminy Brodnica,GOV,"ulica Mazurska 13, 87-300 Brodnica",gops@gopsbrodnica.pl,56 49 54 990 506 106 394,poniedziałek - piątek 7:30 - 15:30,False,False,True,False,nie,,,,,
Gminny Ośrodek Pomocy Społecznej w Osięcinach,GOV,"ulica Wojska Polskiego 14, 88-220 Osięciny",gops@osieciny.pl,54 265 00 24,poniedziałek - piątek: 7.30 - 15.30,True,False,True,False,800 154 030,,,,,
Miejsko Gminny Ośrodek Pomocy Społecznej w Nowem,GOV,"plac świętego Rocha 5, 86 – 170 Nowe",mgops@gminanowe.pl,52 33 37 237,"poniedziałek, środa, czwartek 7:00 – 15:00, wtorek 7:00 – 16:00, piątek 7:00 – 14:00",False,False,True,False,nie,,,,,
Urząd Miejski w Strzelnie,GOV,"ulica dr Jakuba Cieślewicza 2, 88-320 Strzelno",sekretariat@strzelno.pl,52 318 22 00,"poniedziałek, środa, czwartek 7:00 - 15:00 wtorek 7:30 - 16:00, piątek 7:00 - 14:00",True,True,True,False,nie,,,,,
Urząd Miejski w Sępólnie Krajeńskim,GOV,"ulica Tadeusza Kościuszki 11, 89-400 Sępólno Krajeńskie",sekretariat@gmina-sepolno.pl,52 389-42-00,"poniedziałek, środa, czwartek 7:30 - 15:30 wtorek 7:30 - 16:00 piątek 7:30 - 15:00",True,True,True,False,nie,,,,,
Gminny Ośrodek Pomocy Społecznej w Papowie Biskupim,GOV,"Papowo Biskupie 131, 86-221 Papowo Biskupie",gops@papowobiskupie.pl,566 506 999,poniedziałek - piątek 7:30 - 15:15,False,True,False,False,nie,,,,,
Miejski Ośrodek Pomocy Społecznej w Kowalu,GOV,"ulica Piwna 24, 87-820 Kowal",mops@kowal.eu,54 284 20 29,,True,True,False,False,nie,,,,,
Miejski Ośrodek Pomocy Rodzinie w Grudziądzu,GOV,"ulica Waryńskiego 34A, 86-300 Grudziądz",poczta@mopr.grudziadz.pl,56 696 87 00,poniedziałek - piątek 7:30 - 15:30,True,True,True,True,nie,,,,,
Gminny Ośrodek Pomocy Społecznej w Aleksandrowie Kujawskim,GOV,"ulica Słowackiego 12, 87-700  Aleksandrów Kujawski",gopssl@poczta.onet.pl,54 282 20 59 wew. 39 lub 40,"poniedziałek, środa, czwartek 7:30 - 15:30, wtorek 7:30 - 17:00 , piątek 7:30 - 14:00",True,True,True,False,nie,,,,,
Gminny Ośrodek Pomocy Społecznej w Inowrocławiu,GOV,"Królowej Jadwigi 43, 88-100 Inowrocław",gops@gopsinowroclaw.pl,52 356 08 01,poniedziałek - piątek 7:30 - 15:30,True,True,True,False,nie,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Izbicy Kujawskiej,GOV,"ulica Marszałka Piłsudskiego 32, 87-865 Izbica Kujawska",mgops@izbicakuj.pl,54 286 51 60 781 056 234,poniedziałek - piątek 7:30 - 15:30,True,True,True,True,nie,,,,,
Urząd Miejski w Brześciu Kujawskim,GOV,"plac Władysława Łokietka 1, 87-880 Brześć Kujawski",poi@brzesckujawski.pl,54 231 63 10,"poniedziałek, środa, czwartek 7:30 - 15:30, wtorek 7:30 - 17:00, piątek 7:30 - 14:00",True,True,False,False,nie,,,,,
Powiatowe Centrum Pomocy Rodzinie w Jeleniej Górze,GOV,"ulica Podchorążych 15, 58-508 Jelenia Góra",pcpr@pcpr.jgora.pl,75 64 73 277,poniedziałek - piątek 7:30 - 15:30,True,False,True,True,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Miękini/Gminny Punkt Konsultacyjny,GOV,"ulica Kościuszki 18 A, 55-330 Miękinia",gops@gops.miekinia.pl,71 317 85 56 71 736 08 50,"poniedziałek, wtorek, czwartek 7:30 - 15:30 środa 7:30 - 17:00 piątek 7:30 - 14:00",True,True,True,False,brak,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Obornikach Śląskich,GOV,"ulica Trzebnicka 1b
55-120 Oborniki Śląskie","	
kontakt@mgopsos.pl ",71 310 34 22 883 505 603; 71 310 35 19,poniedziałek - piątek 7:00 - 15:00 środa 8:00 - 16:00,False,False,True,False,brak,,,,,
Urząd Miasta w Dzierżoniowie,GOV,"Rynek 1, 58-200 Dzierżoniów",um@um.dzierzoniow.pl,74 645 08 00 74 645 08 99,"poniedziałek, środa, czwartek 7:30 - 15:30, wtorek 7:30 - 16:30, piątek 7:00 - 14:30",True,True,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Głogowie,GOV,"ulica Gen. Wł. Sikorskiego 4, 67-200 Głogów",poczta@mops.glogow.pl,76 727 65 00,poniedziałek - piątek 7:00 - 15:00,True,True,True,False,brak,,,,,
Centrum Usług Społecznych w Głogowie,GOV,"ulica Generała Wł. Sikorskiego 4, 67-200 Głogów",poczta@cus-glogow.pl,76 727 65 00 885 805 370,poniedziałek - piątek 7:00 - 15:00,True,True,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Lubaniu,GOV,"Plac Józefa Lompy 1, 59-800 Lubań",mops@miastoluban.pl,75 646 04 11,"poniedziałek, środa, czwartek 7:30 - 15:30 wtorek 7:30 - 17:00 piątek 7:30 - 14:00",False,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Niechlowie,GOV,"ulica Głogowska 31, 56-215 Niechlów",gops@niechlow.gopsinfo.pl,65 543 56 21,poniedziałek - piątek 7:00 - 15:00,True,True,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Legnickim Polu,GOV,"plac H. Pobożnego 6, 59-241 Legnickie Pole",kontakt@gops-legnickiepole.pl,76 858 28 23,poniedziałek - piątek 7:00 - 15:00,True,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Niemczej,GOV,"ulica Ogrodowa 1, 58-230 Niemcza",ops@ops.niemcza.pl,74 837 64 41 74 837 61 82,poniedziałek - piątek 7:00 - 15:00,True,False,True,False,brak ,,,,,
Miejsko-Gminny Ośrodek Pomocy Społecznej w Bierutowie,GOV,"ulica Kolejowa 7, 56-420 Bierutów",sekretariat@bierutow.naszops.pl,71 314 64 61,poniedziałek - piątek 7:30 - 15:30,True,False,True,False,brak,,,,,
"Gminny Ośrodek Pomocy Społecznej
 w Siekierczynie",GOV,"Siekierczyn 296, 59-818 Siekierczyn",gops@siekierczyn.pl,75 7221730 75 6405800 572 174 319,"Poniedziałek, środa, czwartek: 8.00 - 15.30, Wtorek: 7.30 - 16.30, Piątek: 7.30 - 14.30",True,True,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Bystrzycy Kłodzkiej,GOV,"ulica 1 Maja 1, 57-500 Bystrzyca Kłodzka",ops@bystrzycaklodzka.pl                                  zespol.inter@opsbystrzyca.pl,74 811 02 66 74 811 17 85 515 362 567,poniedziałek 7:00 - 16:00 wtorek - czwartek 7:00 - 15:00 piątek 7:00 - 14:00,True,False,True,False,brak,,,,,
Gminny Ośrodek Pomocy Społecznej w Domaniowie,GOV,"Domaniów 56, 55-216 Domaniów",domaniowgops@wp.pl                                    gopsdomaniow@gmail.com,71 30 17 373 513 708 216,"poniedziałek, wtorek, czwartek 7:00 - 15:15, środa 8:00 - 16:15, piątek 7:00 - 14:00",False,False,True,True,513 708 216                          713 017 373,,,,,
Ośrodek Pomocy Społecznej w Stoszowicach,GOV,"Stoszowice 92, 57-213 Stoszowice",ops@stoszowice.pl,74 816 45 12,"poniedziałek, wtorek, czwartek 7:30 - 15:30 środa 7:30 - 17:00 piątek 7:30 - 14:00",True,False,False,False,brak,,,,,
Miejsko - Gminny Ośrodek Pomocy Społecznej w Lwówku Śląskim (Punkt Interwencji Kryzysowej),GOV,"Aleja Wojska Polskiego 27
59- 600 Lwówek Śląski",pik@lwowekslaski.pl,75 645 32 31,poniedziałek - piątek 7:00 - 15:00,True,True,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Lubaniu (Ośrodek Interwencji Kryzysowej w Smolniku),GOV,"PCPR ulica Przemysłowa 4, 59-800 Lubań                      OIK Smolnik 22, 59-820 Leśna",sekretariat@pcprluban.pl,PCPR 75 646 11 70 75 646 11 71 OIK 75 721 67 15 794 591 334,poniedziałek - czwartek 7:15 - 15:30,True,True,True,True,brak,,,,,
Dom dla Samotnych Matek z Dziećmi MONAR-MARKOT w Pobiednej (PCPR Lubań),GOV,"ulica Hetmańska 34, 59-814 Pobiedna",pobiedna@monar.org,75 784 56 88,,True,True,True,True,brak,,,,,
Urząd Gminy Żukowice/Gminna komisja rozwiązywania problemów alkoholowych,GOV,"Żukowice 148, 67-231 Żukowice",gmina@zukowice.pl,76 831 42 41,poniedziałek - czwartek 7:30 - 15:30 czwartek 7:30 - 16:30 piątek 7:30 - 14:30,True,False,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Bolesławcu,GOV,"ulica Cicha 7, 59-700 Bolesławiec",sekretariat@mops.boleslawiec.pl,75 645 78 23,poniedziałek - piątek 7:00 - 15:00,True,True,True,False,brak,,,,,
Urząd Miejski w Bielawie,GOV,"Plac Wolności 1, 58-260 Bielawa",um@um.bielawa.pl,74 833 42 55 74 832 87 15,"poniedziałek, środa, czwartek 7:30 - 15:30, wtorek 7:30 - 16:00, piątek 7:30 - 15:00",True,True,True,False,535 472 733,,,,,
Gminny Ośrodek Pomocy Społecznej w Malczycach,GOV,"ulica Traugutta 15, 55-320 Malczyce",gops@malczyce.wroc.pl,71 317 92 23,"poniedziałek, środa, czwartek 7:30 - 15:30, wtorek 7:30 - 17:00 piątek 7:30 - 14:00",False,True,True,False,brak,,,,,
Urząd Miejski w Zawidowie (Punkt Konsultacyjno - Informacyjny),GOV,"Plac Zwycięstwa 21/22, 59-970 Zawidów","	
 urzad@zawidow.eu",75 778 84 10,"poniedziałek 8:00 - 16:15 wtorek, środa, czwartek 7:00 - 15:15 piątek 7:00 - 14:00",True,False,True,False,brak,,,,,
Urząd Miejski w Stroniu Śląskim,GOV,"ulica Kościuszki 55, 57-550 Stronie Śląskie",gmina@stronie.pl,74 811 77 11 74 811 77 32,poniedziałek - piątek 7:30 - 15:30,False,False,True,False,brak,,,,,
Ośrodek Pomocy Społecznej w Stroniu Śląskim,GOV,"ulica Zielona 5, 57-550 Stronie Śląskie",ops@stronie.pl,74 814 14 24,"poniedziałek, wtorek, czwartek 7:30 - 15:30 środa 7:30 - 17:00 piątek 7:30 - 14:00",False,True,True,False,brak,,,,,
Urząd Gminy Złotoryja,GOV,"aleja Miła 4, 59-500 Złotoryja",gminazlotoryja@zlotoryja.com.pl,76 8788 700 76 8783 579 76 8783 780,poniedziałek - piątek 7:30 - 15:30,True,False,True,False,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Kamiennej Górze,GOV,"Aleja Wojska Polskiego 1, 58-400 Kamienna Góra",sekretariat@mopskamiennagora.pl,75 646 66 77,poniedziałek - piątek 7:30 - 15:30,True,False,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Trzebnicy,GOV,"ulica Kościuszki 10, 55-100 Trzebnica",pcpr@pcpr.trzebnica.pl,71 387 05 96 71 387 06 70,"poniedziałek, wtorek, czwartek 7:30 – 15:30, środa 7:30 – 16:00, piątek 7:30 – 15:00",True,True,True,True,brak,,,,,
Miejski Ośrodek Pomocy Społecznej w Chojnowie,GOV,"ulica Kolejowa 9, 59-225 Chojnów",mops@chojnow.eu,76 818 85 97,poniedziałek - piątek 7:30 - 15:30 wtorek 8:00 - 16:00,False,True,True,False,brak,,,,,
Powiatowe Centrum Pomocy Rodzinie w Kamiennej Górze,GOV,"ulica H. Sienkiewicza 6A, 58-400 Kamienna Góra",pcpr@kamienna-gora.pl,75 645 02 31 668 425 897,poniedziałek - czwartek 7:15 – 15:30 piątek 7:15 – 14:15,True,False,False,False, 668 425 897,,,,,
Gmina Legnickie Pole,GOV,"ulica Kiliana Ignacego Dientzenhofera nr 1
59-241 Legnickie Pole",biuropodawcze@legnickiepole.pl                      sekretariat@legnickiepole.pl,76 85 82 810,"poniedziałek, środa, czwartek 7:30 – 15:30, wtorek 7:30 – 16:30, piątek 7:30 – 14:30",True,True,True,False,brak,,,,,
